No;wage;union;nonwhite;married;education;experience;weights;age;education_in_years;experience_in_years
107204;6.618803622;yes;no;yes;Post-graduate;15-19;6718.02002;42;18;18
10508;4.237560404;no;no;no;Some College;0-4;7428.330078;21;14;1
225257;1.146919436;no;no;yes;High School;05-Sep;4222.870117;27;12;9
69627;7.296482812;no;no;yes;HS dropout;05-Sep;2935.52002;25;11;8
37367;5.268768684;yes;no;yes;Some College;05-Sep;4829.580078;29;14;9
150998;6.463675138;yes;yes;yes;College;0-4;14650.20996;25;16;3
209319;3.005519753;yes;no;yes;High School;20-24;6013.899902;41;12;23
157150;3.544922018;no;no;no;High School;0-4;3902.439941;18;12;0
12459;13.9044949;no;no;yes;Post-graduate;15-19;7985.990234;38;17;15
169145;7.294736446;yes;no;yes;Some College;Okt-14;11318.20996;30;14;10
81817;6.289603692;yes;no;no;Elementary;>=40;2654.139893;54;8;40
53546;2.945233309;no;yes;yes;High School;05-Sep;4482.950195;25;12;7
181781;2.739622479;no;yes;no;High School;05-Sep;10531.42969;23;12;5
245708;11.70153065;no;no;yes;High School;35-39;9112.419922;56;12;38
195674;3.980644018;yes;no;yes;High School;05-Sep;6792.609863;27;12;9
193992;2.16467893;no;no;no;HS dropout;0-4;6021.419922;17;11;0
63897;5.971643089;yes;no;yes;Post-graduate;05-Sep;1685.189941;32;17;9
236817;4.022160671;no;no;yes;Elementary;>=40;9756.799805;57;8;43
197262;8.755102965;yes;no;yes;High School;05-Sep;6373.47998;27;12;9
146191;2.72686308;no;no;yes;Some College;0-4;1280.390015;22;14;2
148238;7.569922249;no;no;no;Some College;05-Sep;9543.75;27;14;7
194388;10.37142909;yes;no;yes;High School;05-Sep;7883.830078;27;12;9
251633;8.164127021;no;no;yes;High School;>=40;3245.840088;63;12;45
137712;5.362456327;no;no;yes;High School;20-24;9020.549805;42;12;24
252577;12.29537558;no;no;yes;Post-graduate;20-24;7450.160156;44;18;20
208774;6.987244785;yes;no;yes;Some College;35-39;5456.240234;60;15;39
247486;4.889803524;no;no;no;College;05-Sep;1589.390015;29;16;7
243002;3.411654245;no;no;no;High School;0-4;7316.339844;18;12;0
254474;4.776315547;no;yes;yes;High School;20-24;2818.350098;40;12;22
128101;6.947368509;no;yes;yes;High School;>=40;7639.490234;59;12;41
177500;2.212188303;yes;no;yes;High School;05-Sep;3933.080078;24;12;6
49477;3.594059456;no;no;yes;High School;05-Sep;8956.599609;27;12;9
243827;3.985361264;no;no;yes;High School;20-24;8423.25;41;12;23
151317;8.401158137;yes;no;no;High School;30-34;5062.970215;52;12;34
151497;15.51282023;no;no;yes;College;25-29;20468.61914;48;16;26
247182;5.008055644;no;no;yes;High School;Okt-14;1816.160034;31;12;13
111483;6.032763573;no;no;yes;Some College;20-24;7899.009766;40;14;20
90609;4.900675205;yes;no;no;High School;30-34;6730;51;12;33
155647;12.9273503;yes;no;yes;College;05-Sep;5038.620117;28;16;6
57149;6.501602054;no;no;no;HS dropout;15-19;5352.77002;35;11;18
85838;5.660818818;yes;no;no;High School;35-39;6650.049805;54;12;36
19923;5.296950012;yes;no;yes;High School;Okt-14;7686.779785;31;12;13
31087;4.956554042;no;no;no;College;05-Sep;9926.790039;31;16;9
247152;2.875582382;no;no;no;HS dropout;0-4;1647.640015;18;11;1
76746;7.166831074;no;no;yes;College;0-4;7811.27002;25;16;3
37157;3.941757207;no;no;yes;College;15-19;7365.189941;41;16;19
120513;6.143617349;no;no;yes;High School;05-Sep;7826.549805;24;12;6
137401;6.729117148;no;no;yes;High School;25-29;6411.47998;46;12;28
26054;20.4720124;no;no;yes;College;30-34;6746.490234;54;16;32
232112;2.811338348;no;no;yes;Some College;05-Sep;7906.549805;26;14;6
8045;6.882623492;no;yes;no;College;05-Sep;7838.359863;30;16;8
217572;7.420348096;no;no;no;College;05-Sep;3128.439941;30;16;8
183598;7.420295022;yes;no;yes;Some College;25-29;6821.049805;49;14;29
138697;6.19916725;no;no;no;College;0-4;6906.100098;24;16;2
25749;7.509931103;no;yes;yes;College;20-24;7728.720215;42;16;20
219721;2.530204532;no;no;no;HS dropout;0-4;1947.400024;18;11;1
163956;7.041707284;yes;no;yes;HS dropout;Okt-14;7230.939941;31;11;14
130707;2.370467886;no;yes;no;HS dropout;20-24;6222.180176;38;9;23
9845;6.155055984;no;no;yes;High School;>=40;7004.75;60;12;42
73573;10.97782274;yes;yes;no;High School;15-19;6837.100098;36;12;18
126288;3.455446666;no;yes;no;High School;05-Sep;5824.470215;24;12;6
139808;5.170939975;yes;no;yes;Elementary;>=40;5042.27002;59;5;48
258803;3.686980762;no;no;no;Some College;0-4;10325.09961;22;14;2
33942;3.648241399;no;no;no;Post-graduate;05-Sep;1508.959961;33;18;9
38387;3.058988882;no;no;no;High School;0-4;2123.23999;22;12;4
114382;14.5820519;no;no;no;Some College;35-39;6005.299805;59;15;38
8172;6.350659491;no;no;no;High School;>=40;6170.970215;63;12;45
196553;4.891873292;no;no;yes;HS dropout;20-24;5903.569824;36;9;21
47604;3.769052306;no;no;no;Some College;0-4;8547.070313;21;14;1
206479;2.232805166;no;no;no;HS dropout;0-4;9169.389648;16;10;0
221689;5.136792374;no;no;yes;High School;20-24;8636.040039;42;12;24
209469;2.497706493;no;no;no;High School;0-4;5692.660156;18;12;0
98878;5.406383295;no;no;yes;College;30-34;7796.22998;52;16;30
92913;15.93967407;no;no;yes;Some College;35-39;7435.290039;57;14;37
128493;2.304199179;no;yes;no;Some College;25-29;1245.569946;44;13;25
153172;2.773404313;no;no;no;High School;05-Sep;3850.469971;23;12;5
172565;7.584045413;no;no;yes;High School;30-34;966.1400146;51;12;33
139794;6.65091639;yes;no;yes;Elementary;>=40;7524.22998;54;8;40
25125;2.707862917;no;no;no;HS dropout;0-4;7070.52002;16;10;0
48390;5.407149649;no;no;no;High School;0-4;11262.05957;21;12;3
194077;8.423764222;yes;no;yes;Post-graduate;Okt-14;7195.970215;36;18;12
171415;10.50144544;no;no;yes;Some College;30-34;5385.640137;50;14;30
160435;4.93877549;no;no;yes;High School;Okt-14;3014.780029;30;12;12
259740;8.43401521;yes;yes;no;High School;25-29;3974.399902;46;12;28
19325;5.569225245;yes;yes;yes;Some College;Okt-14;7788.439941;29;13;10
252707;7.084572116;yes;no;yes;HS dropout;25-29;8598.700195;41;10;25
240070;2.294433973;no;no;yes;Elementary;>=40;8496.69043;59;5;48
143492;3.945957477;no;no;yes;Elementary;>=40;2818.649902;58;8;44
112561;2.585470137;no;no;no;HS dropout;0-4;7537.430176;17;11;0
122049;2.345322998;no;no;no;HS dropout;0-4;1077.810059;17;10;1
36985;2.577079148;no;no;yes;Elementary;>=40;5586.799805;58;8;44
263911;10.05540196;no;no;yes;Some College;15-19;7052.589844;35;14;15
120755;12.9273503;no;no;yes;College;Okt-14;8513.540039;35;16;13
16771;1.55742574;no;no;no;High School;0-4;6977.970215;19;12;1
84819;5.105237758;yes;no;yes;High School;25-29;1704.089966;46;12;28
193628;4.09398506;no;no;no;High School;0-4;6690.580078;22;12;4
59260;4.300098601;no;no;yes;High School;15-19;8768.400391;34;12;16
195211;8.529134836;no;no;no;Post-graduate;05-Sep;6163.200195;31;17;8
108638;9.216797299;yes;yes;no;HS dropout;25-29;9872.709961;42;11;25
53711;8.602247909;no;no;yes;High School;>=40;2845.449951;59;12;41
227951;4.451886662;no;no;yes;High School;20-24;6970.439941;42;12;24
189800;5.185714536;no;no;yes;HS dropout;>=40;4382.819824;57;9;42
76268;5.845858609;no;yes;no;College;Okt-14;7518.799805;36;16;14
32425;15.89085035;no;no;yes;Post-graduate;15-19;6284.680176;41;18;17
45542;2.415193702;no;no;no;HS dropout;0-4;4185.149902;18;10;2
246333;8.489241597;no;no;yes;College;>=40;9265.19043;62;16;40
83361;6.337536604;no;no;yes;HS dropout;30-34;2152.040039;46;9;31
193519;5.229089395;no;no;yes;HS dropout;20-24;5492.080078;38;10;22
109267;9.276277959;no;no;yes;College;30-34;8590.679688;53;16;31
87444;5.601851708;yes;no;yes;HS dropout;>=40;5850.5;58;11;41
246598;4.808571236;no;no;yes;HS dropout;15-19;11868.11035;32;9;17
232569;12.17609986;no;no;yes;Some College;25-29;6987.240234;45;13;26
220145;3.303127926;no;yes;yes;Some College;Okt-14;4343;32;13;13
209260;5.97039459;no;no;yes;Some College;05-Sep;6731.629883;29;14;9
55262;4.264044831;no;no;no;College;0-4;6740.209961;23;16;1
192986;4.757536222;no;no;no;College;05-Sep;7382.330078;28;16;6
119970;2.816682834;no;no;no;HS dropout;0-4;7396.990234;17;10;1
53921;5.938650162;no;no;no;College;05-Sep;5047.279785;30;16;8
185641;4.675253083;no;no;no;Some College;0-4;6396.859863;22;13;3
38800;6.650819663;yes;no;yes;High School;25-29;3839.090088;44;12;26
118084;15.63347493;no;no;yes;Post-graduate;Okt-14;8907.889648;36;18;12
91299;2.309686569;no;no;no;HS dropout;0-4;7473.160156;16;10;0
186872;8.694408771;no;no;yes;High School;20-24;6929.27002;38;12;20
212657;5.566449493;yes;no;yes;High School;15-19;3847.169922;36;12;18
119749;6.96974907;no;no;no;High School;05-Sep;5858.220215;25;12;7
100627;8.862304237;no;no;yes;College;20-24;6945.490234;45;16;23
112155;11.94285624;no;no;yes;Some College;30-34;7043.339844;52;14;32
217483;7.117912799;no;no;yes;HS dropout;25-29;3794.080078;45;10;29
255478;3.330275073;no;no;no;High School;05-Sep;9521.879883;26;12;8
28756;2.427245501;no;no;no;High School;0-4;6005.839844;21;12;3
250299;5.161137655;no;no;yes;High School;25-29;5469.290039;43;12;25
49557;8.876628844;yes;no;yes;High School;20-24;8019.830078;41;12;23
211846;11.33518944;yes;no;yes;High School;15-19;6215.600098;36;12;18
240742;3.948484776;no;no;no;HS dropout;Okt-14;9167.179688;26;10;10
1998;9.137709339;no;no;no;College;0-4;3172.919922;23;16;1
30429;3.337078648;no;no;no;High School;0-4;8104.52002;19;12;1
189119;3.339466366;yes;no;yes;High School;>=40;5696.689941;63;12;45
119271;4.760655961;no;no;no;High School;0-4;5802.910156;22;12;4
143652;2.859366031;no;yes;no;HS dropout;05-Sep;3937.449951;23;11;6
198147;8.081632444;yes;no;yes;High School;Okt-14;7225.439941;32;12;14
203388;12.38672882;yes;no;yes;High School;Okt-14;6884.319824;30;12;12
75265;14.37623788;no;no;yes;Some College;35-39;6857.990234;56;13;37
3696;9.660677532;no;no;yes;College;15-19;6717.029785;41;16;19
216107;6.678932746;no;no;yes;College;0-4;1336.939941;26;16;4
263803;8.714680538;yes;no;yes;High School;25-29;10734.30957;45;12;27
132989;9.126857647;yes;yes;yes;Some College;15-19;7529.319824;39;14;19
257951;6.413573201;yes;no;yes;High School;15-19;6786.189941;34;12;16
8850;7.415730286;no;no;yes;High School;30-34;7645.149902;52;12;34
106844;1.930484353;no;no;yes;Elementary;20-24;5880.069824;33;7;20
184644;5.693373717;no;no;yes;Elementary;30-34;7964.25;48;8;34
65160;9.555774613;no;no;yes;Some College;Okt-14;5237.470215;31;15;10
224670;13.46938755;yes;yes;yes;High School;30-34;3450.129883;49;12;31
195119;2.237442551;no;no;no;HS dropout;0-4;5624.790039;17;11;0
189573;8.67071047;yes;no;no;College;Okt-14;15876.30957;36;16;14
129988;6.04999984;no;no;yes;High School;15-19;7290.529785;35;12;17
80367;10.78217858;no;no;yes;HS dropout;30-34;626.4000244;45;9;30
202601;2.671573182;no;no;no;High School;30-34;8369.19043;49;12;31
231123;6.791393909;no;no;yes;Some College;15-19;8287.049805;37;15;16
52488;14.54866584;no;no;yes;Post-graduate;25-29;5626.390137;48;17;25
241744;7.533962265;no;no;yes;Some College;15-19;6382.859863;36;15;15
150407;4.694471438;no;no;yes;Some College;20-24;7488.220215;43;14;23
166302;4.826210732;no;yes;no;Some College;05-Sep;7567.640137;30;15;9
252183;7.408163368;no;no;yes;Some College;05-Sep;9798.780273;28;14;8
161113;2.352127727;no;no;yes;High School;Okt-14;2706.060059;31;12;13
179329;4.128910016;no;no;yes;HS dropout;>=40;4584.25;55;9;40
136816;6.143617349;no;no;yes;Post-graduate;20-24;24201.16016;46;18;22
79230;13.97132143;no;no;no;Post-graduate;15-19;6909.089844;43;18;19
69046;8.176484831;no;no;yes;College;0-4;2760.929932;24;16;2
173476;6.067236171;yes;no;yes;Some College;05-Sep;2850.189941;27;14;7
142905;4.369828729;no;yes;yes;High School;0-4;12358.51953;22;12;4
237992;3.781249992;no;no;yes;Elementary;>=40;5465.089844;54;4;44
129642;2.345322998;no;no;no;Some College;0-4;7527.910156;19;13;0
132548;8.425531783;no;no;yes;Some College;20-24;8995.959961;43;13;24
252954;7.992660123;yes;no;no;High School;Okt-14;9828.230469;30;12;12
4279;3.651955632;yes;no;yes;High School;05-Sep;6741.5;26;12;8
24150;9.056440758;no;no;yes;High School;15-19;7050.279785;34;12;16
206623;3.373605989;no;no;no;High School;05-Sep;8204.280273;23;12;5
256650;6.678932746;no;no;yes;High School;05-Sep;7558.02002;23;12;5
238843;4.189750844;no;no;yes;High School;>=40;4860.810059;58;12;40
123022;8.267081634;no;no;yes;Some College;30-34;1365.619995;50;13;31
18877;25.74573754;no;no;yes;Some College;15-19;7214.560059;37;13;18
51820;7.296482812;yes;no;yes;Some College;Okt-14;9693.959961;33;13;14
90070;7.000964338;no;no;yes;High School;25-29;6977.370117;43;12;25
70493;3.58341553;no;no;yes;HS dropout;05-Sep;1488.310059;22;11;5
62756;8.455153316;yes;no;yes;High School;Okt-14;348.9299927;31;12;13
176662;5.081999998;yes;no;yes;Post-graduate;05-Sep;1455.890015;31;17;8
260778;8.525255792;no;no;no;Some College;05-Sep;8502;25;14;5
62864;4.330266042;no;no;yes;High School;Okt-14;1071.709961;28;12;10
112039;7.028967775;yes;yes;no;High School;30-34;11212.25;48;12;30
19615;2.515841556;no;no;no;High School;05-Sep;8330.790039;24;12;6
149173;7.250976887;yes;no;yes;Post-graduate;Okt-14;6846.089844;34;17;11
257102;5.093545513;no;yes;no;College;0-4;6885.399902;22;16;0
235727;5.19522909;no;no;yes;High School;35-39;9618.650391;56;12;38
80623;5.154157998;yes;no;yes;Post-graduate;20-24;506.5400085;45;18;21
163922;17.58391993;no;no;yes;Some College;30-34;7157.560059;51;14;31
207486;3.225912231;no;no;no;Post-graduate;0-4;5865.430176;26;17;3
101276;6.078947089;no;no;yes;HS dropout;30-34;7638.950195;45;9;30
170638;3.510638266;no;no;no;Some College;05-Sep;7621.799805;27;13;8
15855;5.586555467;yes;no;no;Post-graduate;05-Sep;6681.25;29;18;5
152785;4.92919468;no;no;yes;High School;15-19;1869.609985;33;12;15
66348;25.33462437;no;no;yes;College;35-39;3350.330078;58;16;36
185460;6.747211991;no;yes;no;High School;>=40;11068.16992;58;12;40
134230;3.447293255;no;no;yes;High School;Okt-14;6435.339844;28;12;10
136011;4.640056857;no;yes;yes;Elementary;20-24;4245.629883;35;6;23
27332;7.245509129;no;no;yes;High School;30-34;6170.819824;48;12;30
232573;3.282506982;no;yes;no;High School;0-4;9488.05957;20;12;2
217205;2.693877589;no;no;yes;HS dropout;05-Sep;3628.98999;22;10;6
138893;5.343474097;no;no;yes;High School;20-24;8246.799805;39;12;21
48620;8.18282097;yes;no;yes;High School;15-19;10119.5498;35;12;17
212378;1.992680747;no;no;yes;HS dropout;30-34;6236.529785;46;9;31
31403;7.547159984;yes;no;yes;High School;15-19;6950.919922;36;12;18
143918;8.845028813;no;no;yes;Some College;30-34;2598.199951;54;14;34
109190;11.91093691;no;no;yes;College;20-24;8366.200195;43;16;21
77421;7.930487219;no;no;no;High School;35-39;6962.140137;57;12;39
230912;18.68282988;no;no;yes;High School;20-24;13514.50977;42;12;24
7181;3.594059456;no;no;yes;College;30-34;7169.350098;56;16;34
6832;7.72003909;no;no;yes;High School;30-34;6499.279785;49;12;31
251868;3.339466366;no;no;no;Some College;05-Sep;2463;25;14;5
194942;7.470532644;yes;no;yes;High School;15-19;7585.330078;33;12;15
146183;5.860398958;yes;no;yes;HS dropout;Okt-14;5990.560059;26;10;10
63652;4.634831542;no;no;no;High School;0-4;2301.820068;20;12;2
109535;9.879138391;no;no;no;Post-graduate;15-19;8094.359863;42;18;18
109148;4.987242582;yes;yes;no;High School;05-Sep;7507.080078;25;12;7
8598;11.19064502;no;no;yes;High School;20-24;7785.609863;42;12;24
248780;1.784076002;no;no;no;Some College;0-4;2067.689941;24;15;3
36052;3.370786381;yes;no;yes;Post-graduate;0-4;2695.120117;25;17;2
110592;8.514814733;yes;no;yes;High School;>=40;6890.259766;64;12;46
186551;9.011917248;yes;no;no;High School;>=40;8127.859863;61;12;43
157130;9.654255805;no;no;no;Post-graduate;15-19;3045.01001;40;17;17
182553;13.28453771;no;no;yes;College;15-19;6890.97998;39;16;17
33491;8.694609846;yes;no;yes;High School;20-24;7115.209961;38;12;20
54692;3.210452448;no;no;yes;Elementary;>=40;2940.77002;54;8;40
170806;8.845028813;no;no;yes;Post-graduate;35-39;6909.390137;60;18;36
97502;4.929629528;no;no;no;High School;0-4;4756.109863;20;12;2
72538;7.296482812;no;no;no;High School;05-Sep;3525.219971;26;12;8
120621;2.413105361;no;no;no;Some College;0-4;8221.389648;22;15;1
94095;6.395714347;no;no;yes;HS dropout;>=40;6824.060059;57;10;41
251919;8.489241597;yes;no;yes;Post-graduate;20-24;2208.379883;45;17;22
196950;8.257819063;no;no;yes;High School;35-39;7167.939941;55;12;37
39748;13.72227878;no;no;yes;College;15-19;6861.490234;37;16;15
19525;8.086634067;yes;no;yes;Some College;05-Sep;7280.169922;29;14;9
239917;6.80463562;no;no;yes;Post-graduate;15-19;11454.34961;39;18;15
233498;3.103767323;no;no;yes;High School;35-39;6623.459961;56;12;38
194088;4.435150535;no;no;no;Elementary;25-29;7679.830078;39;8;25
97817;3.48703169;no;no;yes;HS dropout;20-24;4734.569824;38;11;21
107175;5.915034272;no;no;no;High School;0-4;8691.469727;22;12;4
251688;3.79072691;no;no;yes;Some College;20-24;3770.25;44;14;24
154770;11.03133817;no;no;yes;High School;>=40;1210.280029;59;12;41
89940;5.170939975;no;no;yes;Some College;05-Sep;8276.75;25;14;5
261091;4.882652954;no;no;yes;HS dropout;25-29;6445.640137;45;11;28
21629;3.58341553;no;no;yes;HS dropout;Okt-14;9542.120117;29;10;13
81852;9.056885569;yes;yes;yes;Some College;Okt-14;2013.27002;31;13;12
208629;10.95974413;no;no;yes;HS dropout;20-24;6178.160156;39;9;24
231659;6.722221993;no;no;yes;High School;05-Sep;7009.049805;27;12;9
67442;3.707865136;no;no;yes;Some College;25-29;5150.850098;47;13;28
31988;2.451713643;no;no;no;HS dropout;0-4;8762.980469;18;11;1
620;4.453987693;no;no;yes;High School;Okt-14;2218.139893;32;12;14
194992;10.81591734;no;no;yes;High School;35-39;6313.310059;57;12;39
95779;5.230547628;no;no;no;High School;05-Sep;7350.689941;24;12;6
174210;4.584190997;no;no;no;Some College;Okt-14;2543.439941;30;13;11
99881;4.178119676;no;no;no;High School;25-29;6920.089844;47;12;29
8931;8.62574264;no;no;no;College;0-4;9121.530273;23;16;1
129145;2.816682834;no;no;no;High School;0-4;6607.310059;19;12;1
182483;5.074557482;yes;no;yes;Elementary;>=40;8783.799805;59;3;50
97267;10.72262183;no;no;yes;High School;>=40;7724.680176;61;12;43
56577;2.507207253;no;yes;yes;Elementary;35-39;7255.02002;48;5;37
242634;6.678932746;no;no;yes;High School;05-Sep;12313.49023;24;12;6
158423;8.776595911;no;no;yes;College;0-4;8868.089844;25;16;3
86726;10.41082526;yes;no;yes;High School;30-34;3881.26001;52;12;34
94651;4.987242582;yes;no;yes;HS dropout;30-34;7689.589844;50;10;34
51932;3.283416893;no;no;no;Some College;05-Sep;10798.5498;26;13;7
122545;2.75783486;no;no;yes;High School;15-19;1158.640015;35;12;17
40043;15.83670415;no;no;yes;College;35-39;6899.709961;60;16;38
48279;4.264044831;yes;yes;yes;High School;15-19;8501.849609;33;12;15
43815;3.244290143;no;no;yes;Elementary;>=40;7226.120117;54;8;40
15079;7.363083479;no;no;yes;High School;30-34;7477.97998;48;12;30
3841;10.35072821;no;no;yes;High School;>=40;6419.990234;60;12;42
259732;9.63412267;no;yes;yes;High School;20-24;8392.070313;41;12;23
122248;2.830409403;no;no;yes;HS dropout;>=40;1065.22998;57;11;40
32148;3.270270252;no;no;no;High School;Okt-14;5443.560059;30;12;12
192380;6.451824475;no;no;no;High School;05-Sep;5070.52002;24;12;6
109893;7.041707284;no;no;yes;Some College;05-Sep;8755.80957;28;13;9
97526;9.652421482;yes;no;yes;High School;20-24;4877.390137;42;12;24
98333;3.889285501;yes;no;no;High School;Okt-14;8351.980469;32;12;14
75649;16.7405377;yes;no;yes;High School;30-34;8054.950195;51;12;33
60723;3.318442921;no;no;no;Some College;0-4;8556.969727;21;14;1
263693;5.53522408;yes;no;no;College;0-4;5796.72998;23;16;1
16798;10.12424037;no;yes;yes;Some College;25-29;5589.049805;46;14;26
